# CORPUS D'EQUIVALENCE — PLAN_CUISSON_PERF §4 item 0.1 (fige le 2026-09-02, ETENDU A 13 FILMS
# le 2026-09-03 par le lot 4b, ETENDU A 20 FILMS ET A LA COLONNE version/build le 2026-09-13
# par le lot 0.A du PLAN_DECODEUR_FILM)
#
# Une ligne par film : short8 | version / build | cartes candidates (ordre de ResolveMapEntry,
# depuis <short8>.facts.json) | variante | chunks | Mo | raison de presence.
# Les cartes et la variante viennent de `levelup replay-facts-export` (registre + faits), jamais de la
# main ; les tailles des 13 premieres lignes ont ete mesurees au cache le 2026-09-02 (Mo compresses).
# Les noms de carte sont les map_name BRUTS du registre (metadata.duckdb etait tenue par le serveur a
# l'export) : tous resolvent au catalogue de bornes par NormalizeMapName (suffixes « - ranked » et
# « heavies » retires).
#
# LA COLONNE version / build (lot 0.A.1, 2026-09-13). La version est l'u32 LE des 4 PREMIERS octets
# de `chunk_00.bin` (cf. filmdec.FilmMajorVersionFromHeader, offset 0 — aucun chunk_00 du cache n'est
# compresse) ; le build est la chaine `HI_1_x_y` en clair de la section 2 du meme chunk. « sans
# section » = film anterieur a la section d'identification (v31 et v33) : son build reste inconnu, et
# c'est la raison d'etre de ces deux temoins. Les 7 lignes ajoutees le 2026-09-13 portent une taille
# mesuree AUTREMENT que les 13 premieres : somme des octets des chunk_*.bin sur disque (donc non
# compresses), a ne pas comparer colonne a colonne avec les lignes de 2026-09-02.
#
#
#
# REFERENCES RE-FIGEES AU COMMIT a752403da, SCHEMA 55, LE 2026-09-14 (lot 1.1.6). Les references
# precedentes dataient du schema 54 : depuis le lot 1.0.4 — qui publie `coverage.tracks`
# (`published`, `publishedPoints`, `refusedMinPoints`, `refusedPoints`, `minPoints`) et monte
# `SchemaVersion` de 54 a 55 — CHAQUE lot voyait le meme ecart a l etape `artifact` sur les vingt
# films, un rouge permanent qui masque le prochain vrai.
#
# UNE SEULE ETAPE BOUGE, `artifact`, sur les 20 films ; les 49 autres sont IDENTIQUES partout —
# aucun balayage n a change. Delta d octets = la longueur exacte du champ neuf (94 o fixes plus
# les chiffres) : +102 (x1), +103 (x2), +104 (x14), +105 (x2), +106 (x1). Le `git diff` des
# vingt `.tsv` ne porte que vingt lignes, toutes `artifact`.
#
# POURQUOI ON PEUT RE-FIGER ICI, ET CE QUI L ETABLIT. Le lot 1.1 (equipe d un evenement du pied
# lue a l octet 37 et non 55) ne peut pas changer le document cuit, et ce n est pas une opinion :
# LA CHAINE DE CUISSON N APPELLE JAMAIS LE LECTEUR DU PIED. Ses points d entree dans
# `objectiveevents` sont `StatRecordsCtx` (`replaybuild/matchfacts.go:98`) et `CaptureBurstTimes`
# (`:253`) — plus les fonctions pures qui travaillent sur les enregistrements deja decodes
# (`NamedEventsFrom`, `IdentifyNamedEventsByRound`, `ResolveRoundIdentity`, `ObjectiveTypeOf`).
# `CaptureBurstTimes` ne lit que les chunks de type 2, jamais le pied.
#
# LE COMPTE EXACT DES APPELANTS (re-mesure de la ronde 2, constat C3 — la phrase precedente en
# annoncait UN et il y en a SIX). `grep -rn "objectiveevents\.Extract(" --include=*.go apps/go-api/`
# rend six lignes : UNE hors test, `cmd/diag_weapons_v3/process.go:37` (un diagnostic, pas la
# cuisson), et CINQ dans des fichiers `_test.go` de `internal/games/halo_infinite/film/replay/`
# (`bombe_b2_chronologie_test.go:402`, `colline_proprietaire_d2bis_test.go:170`,
# `objectifs_phase0_nommage_test.go:229`, `oddball_crane_d4_test.go:174`,
# `oddball_th10_d10_test.go:122`). Aucun binaire de production ne passe par la.
# `FooterEvents`, lui, n a que DEUX appelants de production — `extract.go:168` (`extractCTF`) et
# `extract.go:236` (`extractFromTh10`) — tous deux sous `Extract`. La conclusion tient donc,
# mais elle repose sur six lignes, pas sur une.
#
# CE QUE LA MESURE AJOUTE A CE GRAPHE : une seule etape bouge (`artifact`), et son delta est
# EXACTEMENT celui du champ publie par le lot 1.0.4 — pas un octet de plus, pas un de moins, sur
# les vingt films. Deux faits independants, une seule conclusion. (Un controle complementaire a
# ete joue le 2026-09-14 — les deux fichiers de production remis a HEAD, re-mesure sur
# `51101d1d` et `bcb6d393`, memes empreintes et memes comptes — mais il ne pouvait pas rougir,
# justement parce que la chaine n appelle pas ce code : il confirme, il ne prouve pas.)
#
# Les references de 2dad8d6df restent lisibles par `git show 2dad8d6df:<chemin du .tsv>`.
#
# HISTORIQUE — le bloc precedent (schema 54) :
# REFERENCES RE-FIGEES AU COMMIT 2dad8d6df, SCHEMA 54, LE 2026-09-13 (lot 0.D.5, seconde fusion
# de feat/v75 — c28f7da59, 55 commits de finitions et d'ajustements). DEUX ETAPES bougent sur les
# 20 films, `flag` et `artifact` ; les 48 autres sont identiques partout. Attribution faite PAR
# MUTATION (revert des seuls fichiers de PRODUCTION, re-mesure, comparaison a l'ancienne
# empreinte), jamais par lecture du code :
#
#   6e0e5378a  H.1  « la neutralite d'un socle de drapeau est un champ, pas une equipe »
#                   etape `flag` sur 17 films, compte INCHANGE (1), contenu different
#   267fa1c5a  H.2  « une piece engendree est deployee par nature, jamais lachee »
#                   `artifact` +1 octet sur 084a804d et 111fa685 (un panneau de mur passe de
#                   `dropped` a `deployed`)
#   71aa37fcb  G.7  « le Mutilator entre au registre du rejeu avec son identifiant de film »
#                   `artifact` +316 octets sur bcb6d393 et e5adf7b2 (deux libelles d'arme
#                   publies au lieu de leur hexadecimal : 0xD7915565 et 0xD791556542C9679F)
#
# PREUVE DE COMPLETUDE : reverter ces TROIS commits ensemble reproduit l'ancienne reference A
# L'OCTET sur les trois films qui portent les trois signatures (`bcb6d393` flag + G.7,
# `111fa685` flag + H.2, `51101d1d` flag seul). ZERO mouvement orphelin.
# Les references de 215649efd restent lisibles par `git show 215649efd:<chemin du .tsv>`.
#
# HISTORIQUE — le bloc precedent (premiere fusion) :
# REFERENCES RE-FIGEES AU COMMIT 215649efd, SCHEMA 54, LE 2026-09-13 (lot 0.D.0, APRES F.1).
# L'integration du chantier a fusionne `origin/feat/v75` (42 commits de finitions), et DEUX de
# ses commits changent le CONTENU CUIT sans monter `SchemaVersion` : les references de
# cbfdc269d (bloc ci-dessous) en sont devenues perimees. UNE SEULE ETAPE bouge sur les
# 20 films, `artifact` — les 49 autres sont identiques partout, aucun balayage n'a change.
# Attribution faite PAR MUTATION, film par film (revert des seuls fichiers de PRODUCTION du
# commit, re-mesure, comparaison a l'ancienne empreinte) :
#
#   c45c411eb  F.1  « l'origine d'une pose d'equipement devient purement temporelle »
#                   3 films, -2 octets chacun : 084a804d, a521164d, d9781168
#   3233ec2f8  D.2  « la couverture du calque d'objectifs ne compte que les objectifs »
#                   10 films : 084a804d, 1c4c63c2, 51101d1d, 53ce4390, 64e8adfa, 696a9d7c,
#                   7344d24f, a521164d (-47 octets), bcb6d393, fb1a1a72
#   044751026  B.3  aucun effet mesure sur les 11 films qui bougent
#
# 9 films sont INCHANGES : 000d5950, 01e1f945, 11de8353, 111fa685, 50247b26, 60ae07c4,
# 9f57c612, a349fea8, e5adf7b2. Les references de cbfdc269d restent lisibles par
# `git show cbfdc269d:<chemin du .tsv>` ; celles du lot 4b par `git show 179bd7401:...`.
#
# HISTORIQUE — le bloc precedent, conserve tel quel :
# REFERENCES FIGEES AU COMMIT cbfdc269d, SCHEMA 54, LE 2026-09-13 (lot 0.A.1c). Les references
# precedentes dataient du lot 4b (commit 179bd7401) et d'un temps ou `replay.SchemaVersion`
# valait 34 : elles etaient PERIMEES depuis vingt montees de schema, et `replay-equiv` rendait
# 13 differents / 0 identique. Ce n'etait ni une regression ni une derive de grammaire, et la
# preuve est faite ecart par ecart : les 110 couples film x etape qui ont bouge (sur 650) sont
# tous rattaches a une entree datee, ZERO constat de regression — cf.
# `.ai/V7.5/RAPPORT_REFIGEAGE_EQUIVALENCE_2026-09-13.md`. Les anciennes references restent
# lisibles par `git show cbfdc269d:<chemin du .tsv>` (c'est le commit qui les PORTE encore, et
# aussi celui ou les neuves ont ete mesurees : cette branche n'a touche aucun fichier de
# production). Les trois seules BAISSES de compte : `objectives` a 0 sur quatre films (garde
# d'effectif, commit ebd012e3b, plus de huit sieges au statborg), `projectiles` -11 sur
# 60ae07c4 (porte d'i0, chronique v53, Live Fire est la seule carte a index de region sur
# 2 bits), et `artifact` (longueur en octets, grandeur derivee).
#
# `60ae07c4` (Live Fire) est le SEUL film dont les digests changent au lot 3 (layout du catalogue pour
# les six balayages delta) ; les 12 autres doivent rester IDENTIQUES a chaque lot de refacto pur.
#
# LES QUATRE FILMS-BOMBES SONT ENTRES ICI LE 2026-09-03 (lot 4b, regime D11 leve). Ils mouraient au
# plafond memoire avant qu'`objectiveevents` ne borne son deroulage. ATTENTION, LA BORNE A CHANGE :
# leur premier digest de 2026-09-03 etait fige sous 100 000 par pas, mais le lot 6.7-B1 l'a
# recalibree sur l'oracle a `maxUnrollPerStep = 16` (commit f22474816, `named_bounds.go:84`). Les
# references du 2026-09-13 sont donc figees SOUS 16, et la mention « borne 100 000 » des lignes
# ci-dessous decrit leur ENTREE AU CORPUS, plus leur reference courante.
#
# echantillon-court: 50247b26,a521164d,60ae07c4,11de8353,111fa685,e5adf7b2,bcb6d393,51101d1d,d9781168,fb1a1a72
#   L'ECHANTILLON DU REGIME COURT (PLAN_DECODEUR_FILM §2.3, arbitrage V2) : un film par build — le
#   plus leger de chaque build present au corpus — plus `d9781168` (pire deroulage sain),
#   `fb1a1a72` (CTF multi-manche) et `50247b26`. `60ae07c4` (region sur 2 bits) est deja le temoin
#   de HI_1_8_0. DIX films, le plafond exact. `50247b26` y entre sur DECISION DU PILOTE du
#   2026-09-13 (decouverte D4) : sans lui le regime court ne couvrait AUCUN film sans section
#   d'identification (v31, v33), la grammaire la plus ancienne du corpus, dont M1 (lots 1.5 a 1.8)
#   exerce precisement le repli. Commande exacte, depuis apps/go-api :
#
#     go run ./cmd/replay-equiv -repo-root <worktree> -films 50247b26,a521164d,60ae07c4,11de8353,111fa685,e5adf7b2,bcb6d393,51101d1d,d9781168,fb1a1a72
#
#   Le corpus entier depasse la dizaine de minutes de decodage (647 s mesurees le 2026-09-13,
#   13 films ; ~16 min pour les 20) : c'est la raison d'etre du regime court.
000d5950 | 41 / HI_1_13_0 | Cliffhanger | Slayer:Arena Super Fiesta | 28 | 20.2 | temoin historique (golden d'assemblage, mini-bobine)
01e1f945 | 41 / HI_1_13_0 | Catalyst | KOTH:Arena | 30 | 22.5 | temoin historique 278 s (decomposition par horodatages) ; zones KOTH
64e8adfa | 41 / HI_1_13_0 | Catalyst | CTF:Arena | 45 | 33.7 | temoin historique (sept grandeurs) ; CTF arene
7344d24f | 41 / HI_1_13_0 | Vagabond | Strongholds:Arena | 33 | 25.8 | temoin Strongholds (239-260 s) ; zones
696a9d7c | 41 / HI_1_13_0 | Vagabond | Strongholds:Arena | 31 | 26.6 | temoin Strongholds (230-284 s) ; zones
084a804d | 39 / HI_1_10_0 | Fortitude Heavies | BTB Heavies:CTF | 57 | 58.9 | temoin historique 19 min, BTB 26 joueurs, CTF
1c4c63c2 | 39 / HI_1_10_0 | Refuge | BTB:One Flag CTF | 69 | 88.0 | LE PLUS GROS film du cache — hypothese memoire au pire cas ; ex-bombe, fige au lot 4b, borne 100 000
53ce4390 | 41 / HI_1_13_0 | Behemoth | CTF:Arena | 41 | 31.8 | ancre historique des bursts de capture CTF
d9781168 | 41 / HI_1_13_0 | Dredge | Oddball:Arena | 39 | 29.8 | Oddball (porteur du crane) ; porte le pire deroulage SAIN mesure (17 306, comp 20 B) ; echantillon court
9f57c612 | 41 / HI_1_13_0 | Curfew | Assault:One Bomb | 27 | 19.8 | Assaut One Bomb, temoin des tests navpoint_ti12 (portage de bombe)
60ae07c4 | 37 / HI_1_8_0 | Live Fire - Ranked | Ranked:Oddball | 44 | 32.0 | Live Fire : carte a plus de 2 regions — ECART ATTENDU AU LOT 3 SEULEMENT ; ex-bombe, fige au lot 4b, borne 100 000 ; temoin HI_1_8_0, echantillon court
51101d1d | 41 / HI_1_13_0 | Fortress | CTF:Arena Neutral Flag | 13 | 9.1 | bombe RAM du 2026-08-24 (~26 Gio sans garde) ; fige au lot 4b, borne 100 000 ; le plus leger HI_1_13_0, echantillon court
a349fea8 | 33 / sans section | Fragmentation Heavies | BTB Heavies:Total Control | 51 | 65.9 | seconde bombe (2026-08-26) ; seule a rejeter sur DEUX tables (flag et zone) ; fige au lot 4b, borne 100 000 ; temoin SANS section d'identification
50247b26 | 31 / sans section | Oasis | BTB:Slayer | 32 | 47.5 | lot 0.A.1 : la PLUS ANCIENNE version du cache (31) ; second temoin sans section d identification ; echantillon court (decision pilote D4)
a521164d | 33 / HI_1_4_1 | Fragmentation Heavies | BTB Heavies:Total Control | 21 | 29.4 | lot 0.A.1 : seul temoin HI_1_4_1 (le « +200 o » du handoff §5) ; echantillon court
11de8353 | 38 / HI_1_9_0 | Thunderhead | BTB:Fiesta Slayer | 33 | 33.2 | lot 0.A.1 : seul temoin HI_1_9_0 ; echantillon court
111fa685 | 39 / HI_1_10_0 | Command | BTB:Fiesta Slayer | 31 | 31.6 | lot 0.A.1 : le plus leger HI_1_10_0 (084a804d et 1c4c63c2 pesent 3x) ; echantillon court
e5adf7b2 | 40 / HI_1_11_0 | Fragmentation | BTB:Fiesta Slayer | 31 | 34.3 | lot 0.A.1 : seul temoin HI_1_11_0 ; echantillon court
bcb6d393 | 40 / HI_1_12_0 | Cliffhanger | CTF:Arena | 21 | 18.1 | lot 0.A.1 : seul temoin HI_1_12_0 ; le plus leger du corpus ; echantillon court
fb1a1a72 | 41 / HI_1_13_0 | Banished Narrows | CTF:Arena multi-manche | 43 | 38.9 | lot 0.A.1 : CTF MULTI-MANCHE (manches negatives du lot P1) ; echantillon court
